project_code,reporting_month,reporting_year,original_cost,revised_cost,expenditure,physical_progress,month_num,current_revised_cost,current_cost_escalation_amount,current_cost_escalation_percent,cumulative_expenditure,expenditure_ratio,project_age_days,planned_duration_days,schedule_slip_days,previous_expenditure,previous_revised_cost,previous_physical_progress,expenditure_delta,cost_revision_delta,physical_progress_delta,schedule_change_delta_days,time_delta_months,expenditure_velocity,cost_revision_velocity,physical_progress_velocity,schedule_slip_velocity,remaining_physical_progress,remaining_duration_days,cost_to_progress_ratio,expenditure_to_progress_ratio,previous_progress_velocity,progress_velocity_deceleration,time_target
New NH-516W including six lane flyover and approaches on NH-16 length km 1.050,June,2026,864.2,844.39,358.97,54.11,6,844.39,-19.81000000000006,-0.02292293450590148,358.97,0.4251234619074125,913.0,731.0,90.0,305.44,844.39,54.11,53.53000000000003,0.0,0.0,0.0,1.0,53.53000000000003,0.0,0.0,0.0,45.89,-92.0,0.7856652410042737,6.634078728515987,0.0,0.0,0.0
Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17,April,2026,286.72,286.72,186.64,100.0,4,286.72,0.0,0.0,186.64,0.6509486607142856,913.0,731.0,92.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.6509486607142856,1.8663999999999998,0.0,0.0,0.0
Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17,May,2026,286.72,286.72,186.64,100.0,5,286.72,0.0,0.0,186.64,0.6509486607142856,943.0,731.0,92.0,186.64,286.72,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-120.0,0.6509486607142856,1.8663999999999998,0.0,0.0,0.0
Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17 on,April,2026,286.72,286.72,186.64,100.0,4,286.72,0.0,0.0,186.64,0.6509486607142856,913.0,731.0,92.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.6509486607142856,1.8663999999999998,0.0,0.0,0.0
Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of,April,2026,1258.13,1258.13,0.0,11.0,4,1258.13,0.0,0.0,0.0,0.0,365.0,913.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,548.0,0.0,0.0,0.0,0.0,0.0
Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of,May,2026,1258.13,1258.13,0.0,11.0,5,1258.13,0.0,0.0,0.0,0.0,395.0,913.0,0.0,0.0,1258.13,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,518.0,0.0,0.0,0.0,0.0,0.0
Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of,June,2026,1258.13,1258.13,0.0,14.04,6,1258.13,0.0,0.0,0.0,0.0,426.0,913.0,0.0,0.0,1258.13,11.0,0.0,0.0,3.039999999999999,0.0,1.0,0.0,0.0,3.039999999999999,0.0,85.96000000000001,487.0,0.0,0.0,0.0,-3.039999999999999,0.0
No.427/AS/2022-23/245,April,2026,173.65,173.65,8.07,20.0,4,173.65,0.0,0.0,8.07,0.046472790095018715,424.0,546.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,122.0,0.23236395047509356,0.4035,0.0,0.0,0.0
No.427/AS/2022-23/245,May,2026,173.65,173.65,8.07,20.0,5,173.65,0.0,0.0,8.07,0.046472790095018715,454.0,546.0,0.0,8.07,173.65,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,92.0,0.23236395047509356,0.4035,0.0,0.0,0.0
No.427/AS/2022-23/245,June,2026,173.65,173.65,11.38,20.0,6,173.65,0.0,0.0,11.38,0.06553412035704002,485.0,546.0,0.0,8.07,173.65,20.0,3.3100000000000005,0.0,0.0,0.0,1.0,3.3100000000000005,0.0,0.0,0.0,80.0,61.0,0.3276706017852001,0.5690000000000001,0.0,0.0,0.0
North Eastern Railway [NER],April,2026,380.47,380.47,256.53,20.0,4,380.47,0.0,0.0,256.53,0.6742450127473912,1035.0,1369.0,366.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,700.0,3.371225063736956,12.8265,0.0,0.0,0.0
North Eastern Railway [NER],May,2026,380.47,380.47,258.41,20.0,5,380.47,0.0,0.0,258.41,0.6791862696138986,1065.0,1369.0,366.0,256.53,380.47,20.0,1.8800000000000523,0.0,0.0,0.0,1.0,1.8800000000000523,0.0,0.0,0.0,80.0,670.0,3.395931348069493,12.9205,0.0,0.0,0.0
North Eastern Railway [NER],June,2026,380.47,380.47,258.65,25.0,6,380.47,0.0,0.0,258.65,0.6798170683628143,1096.0,1369.0,366.0,258.41,380.47,20.0,0.23999999999995225,0.0,5.0,0.0,1.0,0.23999999999995225,0.0,5.0,0.0,75.0,639.0,2.719268273451257,10.345999999999998,0.0,-5.0,0.0
Northen Railway [NR],April,2026,2018.0,2018.0,2384.29,84.0,4,2018.0,0.0,0.0,2384.29,1.1815113974231912,14945.0,14824.0,730.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,609.0,1.406561187408561,28.38440476190476,0.0,0.0,0.0
Northen Railway [NR],May,2026,2018.0,2018.0,2398.08,85.5,5,2018.0,0.0,0.0,2398.08,1.1883448959365708,14975.0,14824.0,730.0,2384.29,2018.0,84.0,13.789999999999964,0.0,1.5,0.0,1.0,13.789999999999964,0.0,1.5,0.0,14.5,579.0,1.389877071270843,28.047719298245614,0.0,-1.5,0.0
O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated,April,2026,204.42,204.42,0.0,0.0,4,204.42,0.0,0.0,0.0,0.0,274.0,549.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,275.0,0.0,0.0,0.0,0.0,0.0
ODA Loan assistance Phase-I Package-7,April,2026,605.76,750.32,0.01,100.0,4,750.32,144.56000000000006,0.23864236661384056,0.01,1.3327646870668514e-05,2008.0,1278.0,395.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-335.0,1.3327646870668514e-05,0.0001,0.0,0.0,0.0
ODA Loan assistance Phase-II -Balance Work-Pkg-2,April,2026,525.67,525.67,0.0,49.31,4,525.67,0.0,0.0,0.0,0.0,790.0,912.0,122.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.69,244.0,0.0,0.0,0.0,0.0,0.0
ODA Loan assistance Phase-II -Balance Work-Pkg-2,May,2026,525.67,525.67,0.0,50.66,5,525.67,0.0,0.0,0.0,0.0,820.0,912.0,122.0,0.0,525.67,49.31,0.0,0.0,1.3499999999999943,0.0,1.0,0.0,0.0,1.3499999999999943,0.0,49.34,214.0,0.0,0.0,0.0,-1.3499999999999943,0.0
ODA Loan assistance Phase-II -Balance Work-Pkg-2,June,2026,525.67,525.67,0.0,51.02,6,525.67,0.0,0.0,0.0,0.0,851.0,912.0,122.0,0.0,525.67,50.66,0.0,0.0,0.36000000000000654,0.0,1.0,0.0,0.0,0.36000000000000654,0.0,48.98,183.0,0.0,0.0,1.3499999999999943,0.9899999999999878,0.0
OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000,April,2026,458.59,458.59,217.2,83.39,4,458.59,0.0,0.0,217.2,0.473625678710831,1066.0,731.0,426.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.61,91.0,0.5679645985259996,2.6046288523803813,0.0,0.0,0.0
OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000,May,2026,458.59,458.59,236.85,85.15,5,458.59,0.0,0.0,236.85,0.516474410693648,1096.0,731.0,426.0,217.2,458.59,83.39,19.650000000000006,0.0,1.7600000000000051,0.0,1.0,19.650000000000006,0.0,1.7600000000000051,0.0,14.849999999999994,61.0,0.6065465774440962,2.7815619495008805,0.0,-1.7600000000000051,1.0
OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000,June,2026,458.59,458.59,249.84,88.99,6,458.59,0.0,0.0,249.84,0.544800366340304,1127.0,731.0,518.0,236.85,458.59,85.15,12.990000000000009,0.0,3.839999999999989,92.0,1.0,12.990000000000009,0.0,3.839999999999989,92.0,11.010000000000005,122.0,0.6122040300486618,2.8075064614001577,1.7600000000000051,-2.079999999999984,0.0
Odisha,April,2026,199.5,199.5,0.1,0.0,4,199.5,0.0,0.0,0.1,0.0005012531328320802,365.0,913.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,548.0,0.05012531328320802,10.0,0.0,0.0,0.0
Odisha,May,2026,199.5,199.5,0.1,0.0,5,199.5,0.0,0.0,0.1,0.0005012531328320802,395.0,913.0,0.0,0.1,199.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,518.0,0.05012531328320802,10.0,0.0,0.0,0.0
Odisha,June,2026,199.5,199.5,0.32,0.0,6,199.5,0.0,0.0,0.32,0.0016040100250626567,426.0,913.0,0.0,0.1,199.5,0.0,0.22,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.0,100.0,487.0,0.16040100250626566,32.0,0.0,0.0,0.0
Odisha. Job No. NH-55-OD-2022-23-656,April,2026,511.54,511.54,0.0,3.0,4,511.54,0.0,0.0,0.0,0.0,304.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,426.0,0.0,0.0,0.0,0.0,0.0
Odisha. Job No. NH-55-OD-2022-23-656,May,2026,511.54,511.54,0.0,3.0,5,511.54,0.0,0.0,0.0,0.0,334.0,730.0,0.0,0.0,511.54,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,396.0,0.0,0.0,0.0,0.0,0.0
Odisha. Job No. NH-55-OD-2022-23-656,June,2026,511.54,511.54,0.0,3.0,6,511.54,0.0,0.0,0.0,0.0,365.0,730.0,0.0,0.0,511.54,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,365.0,0.0,0.0,0.0,0.0,0.0
PCE/WR,June,2026,487.0,487.0,222.88,53.0,6,487.0,0.0,0.0,222.88,0.45765913757700205,1216.0,731.0,0.0,222.88,487.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,0.8635078067490605,4.205283018867925,0.0,0.0,0.0
POWERGRID Siwani Transmission Limited],April,2026,5357.0,5357.0,1446.39,28.27,4,5357.0,0.0,0.0,1446.39,0.27,516.0,730.0,212.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.73,426.0,0.955076052352317,51.163424124513625,0.0,0.0,0.0
POWERGRID Siwani Transmission Limited],May,2026,5357.0,5357.0,1446.39,31.42,5,5357.0,0.0,0.0,1446.39,0.27,546.0,730.0,212.0,1446.39,5357.0,28.27,0.0,0.0,3.150000000000002,0.0,1.0,0.0,0.0,3.150000000000002,0.0,68.58,396.0,0.8593252705283259,46.03405474220242,0.0,-3.150000000000002,0.0
POWERGRID Siwani Transmission Limited],June,2026,5357.0,5357.0,1812.81,34.01,6,5357.0,0.0,0.0,1812.81,0.33840022400597347,577.0,730.0,212.0,1446.39,5357.0,31.42,366.41999999999985,0.0,2.5899999999999963,0.0,1.0,366.41999999999985,0.0,2.5899999999999963,0.0,65.99000000000001,365.0,0.9950021288032153,53.30226403998824,3.150000000000002,0.5600000000000058,0.0
"PUP, 1 nos. of Foot Over Bridge FOB and A2 side approach of Jharpokharia Flyover",April,2026,320.64,244.85,33.71,18.0,4,244.85,-75.78999999999999,-0.23637100798403193,33.71,0.1376761282417807,516.0,546.0,304.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,334.0,0.7648673791210039,1.8727777777777779,0.0,0.0,1.0
"PUP, 1 nos. of Foot Over Bridge FOB and A2 side approach of Jharpokharia Flyover",May,2026,320.64,244.85,48.6,22.85,5,244.85,-75.78999999999999,-0.23637100798403193,48.6,0.19848887073718605,546.0,546.0,518.0,33.71,244.85,18.0,14.89,0.0,4.850000000000001,214.0,1.0,14.89,0.0,4.850000000000001,214.0,77.15,518.0,0.868660265808254,2.1269146608315097,0.0,-4.850000000000001,0.0
"PUP, 1 nos. of Foot Over Bridge FOB and A2 side approach of Jharpokharia Flyover",June,2026,320.64,244.85,54.79,22.85,6,244.85,-75.78999999999999,-0.23637100798403193,54.79,0.22376965489074943,577.0,546.0,518.0,48.6,244.85,22.85,6.189999999999998,0.0,0.0,0.0,1.0,6.189999999999998,0.0,0.0,0.0,77.15,487.0,0.9792982708566714,2.39781181619256,4.850000000000001,4.850000000000001,0.0
Package-1B,April,2026,241.52,241.52,152.85,96.54,4,241.52,0.0,0.0,152.85,0.6328668433256045,2100.0,700.0,1369.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4599999999999937,-31.0,0.6555488329455195,1.5832815413300185,0.0,0.0,0.0
Package-1B,May,2026,241.52,241.52,152.86,100.0,5,241.52,0.0,0.0,152.86,0.6329082477641603,2130.0,700.0,1369.0,152.85,241.52,96.54,0.010000000000019327,0.0,3.4599999999999937,0.0,1.0,0.010000000000019327,0.0,3.4599999999999937,0.0,0.0,-61.0,0.6329082477641603,1.5286000000000002,0.0,-3.4599999999999937,1.0
Package-1B,June,2026,241.52,241.52,164.85,100.0,6,241.52,0.0,0.0,164.85,0.6825521695925802,2161.0,700.0,1491.0,152.86,241.52,100.0,11.98999999999998,0.0,0.0,122.0,1.0,11.98999999999998,0.0,0.0,122.0,0.0,30.0,0.6825521695925802,1.6484999999999999,3.4599999999999937,3.4599999999999937,1.0
Package-2,April,2026,920.47,950.4,412.89,91.0,4,950.4,29.92999999999995,0.032515997262268136,412.89,0.4344381313131313,852.0,731.0,243.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,122.0,0.4774045399045399,4.537252747252747,0.0,0.0,0.0
Package-2,May,2026,920.47,950.4,421.58,91.0,5,950.4,29.92999999999995,0.032515997262268136,421.58,0.4435816498316498,882.0,731.0,243.0,412.89,950.4,91.0,8.689999999999998,0.0,0.0,0.0,1.0,8.689999999999998,0.0,0.0,0.0,9.0,92.0,0.48745236245236245,4.632747252747253,0.0,0.0,0.0
Package-2,June,2026,920.47,950.4,421.6,91.0,6,950.4,29.92999999999995,0.032515997262268136,421.6,0.4436026936026936,913.0,731.0,243.0,421.58,950.4,91.0,0.020000000000038654,0.0,0.0,0.0,1.0,0.020000000000038654,0.0,0.0,0.0,9.0,61.0,0.48747548747548747,4.632967032967033,0.0,0.0,1.0
Package-2A,April,2026,232.99,232.99,149.21,96.35,4,232.99,0.0,0.0,149.21,0.6404137516631615,2100.0,700.0,1369.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6500000000000057,-31.0,0.6646743660230011,1.5486248053969902,0.0,0.0,0.0
Package-2A,May,2026,232.99,232.99,150.9,100.0,5,232.99,0.0,0.0,150.9,0.6476672818575905,2130.0,700.0,1369.0,149.21,232.99,96.35,1.6899999999999977,0.0,3.6500000000000057,0.0,1.0,1.6899999999999977,0.0,3.6500000000000057,0.0,0.0,-61.0,0.6476672818575905,1.5090000000000001,0.0,-3.6500000000000057,1.0
Package-2A,June,2026,232.99,232.99,155.44,100.0,6,232.99,0.0,0.0,155.44,0.6671530966994291,2161.0,700.0,1491.0,150.9,232.99,100.0,4.539999999999992,0.0,0.0,122.0,1.0,4.539999999999992,0.0,0.0,122.0,0.0,30.0,0.6671530966994291,1.5544,3.6500000000000057,3.6500000000000057,1.0
Package-2B,April,2026,365.53,365.53,187.39,85.09,4,365.53,0.0,0.0,187.39,0.5126528602303505,2069.0,730.0,1369.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.909999999999997,30.0,0.6024830887652491,2.2022564343636146,0.0,0.0,1.0
Package-2B,May,2026,365.53,365.53,187.39,87.28,5,365.53,0.0,0.0,187.39,0.5126528602303505,2099.0,730.0,1430.0,187.39,365.53,85.09,0.0,0.0,2.1899999999999977,61.0,1.0,0.0,0.0,2.1899999999999977,61.0,12.719999999999999,61.0,0.5873657885315656,2.1469981668194316,0.0,-2.1899999999999977,1.0
Package-2B,June,2026,365.53,365.53,195.73,88.2,6,365.53,0.0,0.0,195.73,0.5354690449484311,2130.0,730.0,1461.0,187.39,365.53,87.28,8.340000000000003,0.0,0.9200000000000017,31.0,1.0,8.340000000000003,0.0,0.9200000000000017,31.0,11.799999999999997,61.0,0.6071077607125068,2.219160997732426,2.1899999999999977,1.269999999999996,0.0
Package-4A in the State of Manipur on EPC Mode,April,2026,204.12,204.12,0.0,21.39,4,204.12,0.0,0.0,0.0,0.0,243.0,365.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.61,122.0,0.0,0.0,0.0,0.0,0.0
Package-4A in the State of Manipur on EPC Mode,May,2026,204.12,204.12,0.0,22.5,5,204.12,0.0,0.0,0.0,0.0,273.0,365.0,0.0,0.0,204.12,21.39,0.0,0.0,1.1099999999999994,0.0,1.0,0.0,0.0,1.1099999999999994,0.0,77.5,92.0,0.0,0.0,0.0,-1.1099999999999994,0.0
Package-4A in the State of Manipur on EPC Mode,June,2026,204.12,204.12,0.0,24.66,6,204.12,0.0,0.0,0.0,0.0,304.0,365.0,0.0,0.0,204.12,22.5,0.0,0.0,2.16,0.0,1.0,0.0,0.0,2.16,0.0,75.34,61.0,0.0,0.0,1.1099999999999994,-1.0500000000000007,0.0
Package-6,April,2026,311.18,311.18,230.69,86.73,4,311.18,0.0,0.0,230.69,0.7413394177003664,1612.0,546.0,945.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.269999999999996,-121.0,0.8547669983862174,2.6598639455782314,0.0,0.0,0.0
Package-6,May,2026,311.18,311.18,230.69,86.73,5,311.18,0.0,0.0,230.69,0.7413394177003664,1642.0,546.0,945.0,230.69,311.18,86.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.269999999999996,-151.0,0.8547669983862174,2.6598639455782314,0.0,0.0,0.0
Package-6,June,2026,311.18,311.18,231.08,87.3,6,311.18,0.0,0.0,231.08,0.742592711613857,1673.0,546.0,945.0,230.69,311.18,86.73,0.3900000000000148,0.0,0.5699999999999932,0.0,1.0,0.3900000000000148,0.0,0.5699999999999932,0.0,12.700000000000003,-182.0,0.8506216627879233,2.6469644902634597,0.0,-0.5699999999999932,0.0
Package-I Road and Utility Works,April,2026,693.97,693.97,296.96,100.0,4,693.97,0.0,0.0,296.96,0.42791475135812784,2038.0,577.0,884.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-577.0,0.42791475135812784,2.9696,0.0,0.0,0.0
Package-I Road and Utility Works,May,2026,693.97,693.97,296.96,100.0,5,693.97,0.0,0.0,296.96,0.42791475135812784,2068.0,577.0,884.0,296.96,693.97,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-607.0,0.42791475135812784,2.9696,0.0,0.0,0.0
Package-I Road and Utility Works,June,2026,693.97,693.97,310.1,100.0,6,693.97,0.0,0.0,310.1,0.44684928743317437,2099.0,577.0,884.0,296.96,693.97,100.0,13.140000000000043,0.0,0.0,0.0,1.0,13.140000000000043,0.0,0.0,0.0,0.0,-638.0,0.44684928743317437,3.1010000000000004,0.0,0.0,0.0
Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km,April,2026,613.89,613.89,260.02,78.09,4,613.89,0.0,0.0,260.02,0.42356122432357585,516.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.909999999999997,214.0,0.5424013629447764,3.3297477269816875,0.0,0.0,0.0
Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km,May,2026,613.89,613.89,260.02,84.98,5,613.89,0.0,0.0,260.02,0.42356122432357585,546.0,730.0,0.0,260.02,613.89,78.09,0.0,0.0,6.890000000000001,0.0,1.0,0.0,0.0,6.890000000000001,0.0,15.019999999999996,184.0,0.4984245991098798,3.059778771475641,0.0,-6.890000000000001,0.0
Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km,June,2026,613.89,613.89,384.24,89.5,6,613.89,0.0,0.0,384.24,0.6259101793480917,577.0,730.0,0.0,260.02,613.89,84.98,124.22000000000003,0.0,4.519999999999996,0.0,1.0,124.22000000000003,0.0,4.519999999999996,0.0,10.5,153.0,0.6993409825118343,4.293184357541899,6.890000000000001,2.3700000000000045,0.0
Package-II km 12800 to km 24700 under SARDP-NE Phase A in the State of,April,2026,686.03,686.03,228.79,46.51,4,686.03,0.0,0.0,228.79,0.3334985350494876,577.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.49,153.0,0.7170469469995434,4.919157170500967,0.0,0.0,0.0
Package-II km 12800 to km 24700 under SARDP-NE Phase A in the State of,May,2026,686.03,686.03,236.66,47.05,5,686.03,0.0,0.0,236.66,0.3449703365742023,607.0,730.0,0.0,228.79,686.03,46.51,7.8700000000000045,0.0,0.5399999999999991,0.0,1.0,7.8700000000000045,0.0,0.5399999999999991,0.0,52.95,123.0,0.7331994401152016,5.029968119022317,0.0,-0.5399999999999991,0.0
Package-II km 12800 to km 24700 under SARDP-NE Phase A in the State of,June,2026,686.03,686.03,435.15,49.82,6,686.03,0.0,0.0,435.15,0.6343017069224378,638.0,730.0,0.0,236.66,686.03,47.05,198.48999999999998,0.0,2.770000000000003,0.0,1.0,198.48999999999998,0.0,2.770000000000003,0.0,50.18,92.0,1.2731868866367682,8.73444399839422,0.5399999999999991,-2.230000000000004,0.0
"Package-III, from km 24700 to km 38256 under SARDP-NE PHASE A in the state of",April,2026,562.48,562.48,85.88,50.91,4,562.48,0.0,0.0,85.88,0.152680984212772,577.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.09,153.0,0.2999037207086466,1.6868984482419958,0.0,0.0,0.0
"Package-III, from km 24700 to km 38256 under SARDP-NE PHASE A in the state of",May,2026,562.48,562.48,92.14,51.47,5,562.48,0.0,0.0,92.14,0.16381026880955768,607.0,730.0,0.0,85.88,562.48,50.91,6.260000000000005,0.0,0.5600000000000023,0.0,1.0,6.260000000000005,0.0,0.5600000000000023,0.0,48.53,123.0,0.31826358812814787,1.7901690305032059,0.0,-0.5600000000000023,0.0
"Package-III, from km 24700 to km 38256 under SARDP-NE PHASE A in the state of",June,2026,562.48,562.48,254.54,52.0,6,562.48,0.0,0.0,254.54,0.4525316455696202,638.0,730.0,0.0,92.14,562.48,51.47,162.39999999999998,0.0,0.5300000000000011,0.0,1.0,162.39999999999998,0.0,0.5300000000000011,0.0,48.0,92.0,0.8702531645569619,4.895,0.5600000000000023,0.030000000000001137,0.0
Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing,April,2026,613.89,613.89,260.02,78.09,4,613.89,0.0,0.0,260.02,0.42356122432357585,516.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.909999999999997,214.0,0.5424013629447764,3.3297477269816875,0.0,0.0,0.0
Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing,May,2026,613.89,613.89,260.02,84.98,5,613.89,0.0,0.0,260.02,0.42356122432357585,546.0,730.0,0.0,260.02,613.89,78.09,0.0,0.0,6.890000000000001,0.0,1.0,0.0,0.0,6.890000000000001,0.0,15.019999999999996,184.0,0.4984245991098798,3.059778771475641,0.0,-6.890000000000001,0.0
Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing,June,2026,613.89,613.89,384.24,89.5,6,613.89,0.0,0.0,384.24,0.6259101793480917,577.0,730.0,0.0,260.02,613.89,84.98,124.22000000000003,0.0,4.519999999999996,0.0,1.0,124.22000000000003,0.0,4.519999999999996,0.0,10.5,153.0,0.6993409825118343,4.293184357541899,6.890000000000001,2.3700000000000045,0.0
Paradip Port Trust [PPT],April,2026,3004.63,3004.63,2117.12,70.0,4,3004.63,0.0,0.0,2117.12,0.704619204361269,1186.0,1795.0,305.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,914.0,1.0065988633732414,30.244571428571426,0.0,0.0,0.0
Paradip Port Trust [PPT],May,2026,3004.63,3004.63,2220.12,72.0,5,3004.63,0.0,0.0,2220.12,0.7388996315686124,1216.0,1795.0,305.0,2117.12,3004.63,70.0,103.0,0.0,2.0,0.0,1.0,103.0,0.0,2.0,0.0,28.0,884.0,1.0262494882897395,30.834999999999997,0.0,-2.0,0.0
Paradip Port Trust [PPT],June,2026,3004.63,3004.63,2244.12,74.0,6,3004.63,0.0,0.0,2244.12,0.746887303927605,1247.0,1795.0,305.0,2220.12,3004.63,72.0,24.0,0.0,2.0,0.0,1.0,24.0,0.0,2.0,0.0,26.0,853.0,1.0093071674697365,30.325945945945943,2.0,0.0,0.0
Pariyojna on EPC mode in the state of Uttarakhand,April,2026,338.38,338.38,0.0,78.2,4,338.38,0.0,0.0,0.0,0.0,1066.0,731.0,669.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.799999999999997,334.0,0.0,0.0,0.0,0.0,0.0
Pariyojna on EPC mode in the state of Uttarakhand,May,2026,338.38,338.38,0.0,78.2,5,338.38,0.0,0.0,0.0,0.0,1096.0,731.0,669.0,0.0,338.38,78.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.799999999999997,304.0,0.0,0.0,0.0,0.0,0.0
Pariyojna on EPC mode in the state of Uttarakhand,June,2026,338.38,338.38,0.0,80.0,6,338.38,0.0,0.0,0.0,0.0,1127.0,731.0,669.0,0.0,338.38,78.2,0.0,0.0,1.7999999999999972,0.0,1.0,0.0,0.0,1.7999999999999972,0.0,20.0,273.0,0.0,0.0,0.0,-1.7999999999999972,0.0
Parokhaowa of NH 29 on EPC under NHO-NE Package-1,April,2026,516.88,516.88,0.0,97.96,4,516.88,0.0,0.0,0.0,0.0,882.0,731.0,181.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0400000000000063,30.0,0.0,0.0,0.0,0.0,1.0
Parokhaowa of NH 29 on EPC under NHO-NE Package-1,May,2026,516.88,516.88,0.0,98.41,5,516.88,0.0,0.0,0.0,0.0,912.0,731.0,212.0,0.0,516.88,97.96,0.0,0.0,0.45000000000000284,31.0,1.0,0.0,0.0,0.45000000000000284,31.0,1.5900000000000034,31.0,0.0,0.0,0.0,-0.45000000000000284,0.0
Parokhaowa of NH 29 on EPC under NHO-NE Package-1,June,2026,516.88,516.88,0.0,99.7,6,516.88,0.0,0.0,0.0,0.0,943.0,731.0,212.0,0.0,516.88,98.41,0.0,0.0,1.2900000000000063,0.0,1.0,0.0,0.0,1.2900000000000063,0.0,0.29999999999999716,0.0,0.0,0.0,0.45000000000000284,-0.8400000000000034,0.0
"Part I & 6L extension of dedicated port road of NH-67 Km 18.0 to Km 19.3, Part II",April,2026,609.43,559.98,505.16,78.62,4,559.98,-49.44999999999993,-0.0811413944177345,505.16,0.9021036465588057,943.0,731.0,273.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.379999999999995,61.0,1.147422598014253,6.425337064360214,0.0,0.0,1.0
